ISO3,year,area,population
FLK,2011,urban,2000
GUF,2011,urban,2e+05
GUY,2011,urban,198000
PRY,2011,urban,3750000
PER,2011,urban,22801000
SUR,2011,urban,352000
URY,2011,urban,3203000
VEN,2011,urban,25960000
BMU,2011,urban,64000
CAN,2011,urban,28009000
GRL,2011,urban,48000
SPM,2011,urban,6000
USA,2011,urban,251776000
AUS,2011,urban,19175000
NZL,2011,urban,3804000
FJI,2011,urban,457000
NCL,2011,urban,172000
PNG,2011,urban,945000
SLB,2011,urban,111000
VUT,2011,urban,59000
GUM,2011,urban,150000
KIR,2011,urban,50000
MHL,2011,urban,39000
FSM,2011,urban,23000
NRU,2011,urban,10000
MNP,2011,urban,49000
PLW,2011,urban,16000
ASM,2011,urban,48000
COK,2011,urban,13000
PYF,2011,urban,164000
NIU,2011,urban,1000
WSM,2011,urban,37000
TKL,2011,urban,0
TON,2011,urban,25000
TUV,2011,urban,6000
WLF,2011,urban,0
BDI,2012,urban,1043000
COM,2012,urban,204000
DJI,2012,urban,680000
ERI,2012,urban,1659000
ETH,2012,urban,16788000
KEN,2012,urban,10639000
MDG,2012,urban,7425000
MWI,2012,urban,2545000
MUS,2012,urban,518000
MYT,2012,urban,106000
MOZ,2012,urban,8434000
REU,2012,urban,835000
RWA,2012,urban,1828000
SYC,2012,urban,50000
SOM,2012,urban,5304000
SSD,2012,urban,1971000
UGA,2012,urban,7415000
TZA,2012,urban,14476000
ZMB,2012,urban,5932000
ZWE,2012,urban,4830000
AGO,2012,urban,15376000
CMR,2012,urban,11125000
CAF,2012,urban,1769000
TCD,2012,urban,2813000
COG,2012,urban,2973000
COD,2012,urban,28338000
GNQ,2012,urban,717000
GAB,2012,urban,1522000
STP,2012,urban,123000
DZA,2012,urban,25888000
EGY,2012,urban,37712000
LBY,2012,urban,4866000
MAR,2012,urban,19714000
SDN,2012,urban,12001000
TUN,2012,urban,7318000
ESH,2012,urban,428000
BWA,2012,urban,1353000
LSO,2012,urban,537000
NAM,2012,urban,989000
ZAF,2012,urban,33533000
SWZ,2012,urban,285000
BEN,2012,urban,4293000
BFA,2012,urban,4270000
CPV,2012,urban,323000
CIV,2012,urban,10318000
GMB,2012,urban,1029000
GHA,2012,urban,13400000
GIN,2012,urban,3864000
GNB,2012,urban,670000
LBR,2012,urban,2032000
MLI,2012,urban,6018000
MRT,2012,urban,1854000
NER,2012,urban,2875000
NGA,2012,urban,75695000
SHN,2012,urban,2000
SEN,2012,urban,6112000
SLE,2012,urban,2682000
TGO,2012,urban,2644000
CHN,2012,urban,711867000
HKG,2012,urban,7106000
MAC,2012,urban,563000
TWN,2012,urban,17588000
PRK,2012,urban,15096000
JPN,2012,urban,117058000
MNG,2012,urban,1915000
KOR,2012,urban,40886000
KAZ,2012,urban,9640000
KGZ,2012,urban,1982000
TJK,2012,urban,2122000
TKM,2012,urban,2590000
UZB,2012,urban,15081000
AFG,2012,urban,7416000
BGD,2012,urban,49821000
BTN,2012,urban,274000
IND,2012,urban,399552000
IRN,2012,urban,54859000
MDV,2012,urban,144000
NPL,2012,urban,4827000
PAK,2012,urban,62994000
LKA,2012,urban,3716000
BRN,2012,urban,302000
KHM,2012,urban,3109000
IDN,2012,urban,127618000
LAO,2012,urban,2006000
MYS,2012,urban,21083000
MMR,2012,urban,14922000
PHL,2012,urban,44280000
SGP,2012,urban,5271000
THA,2012,urban,30832000
TLS,2012,urban,329000
VNM,2012,urban,28720000
ARM,2012,urban,1823000
AZE,2012,urban,4992000
BHR,2012,urban,1154000
CYP,2012,urban,763000
GEO,2012,urban,2313000
IRQ,2012,urban,22757000
ISR,2012,urban,7080000
JOR,2012,urban,7048000
KWT,2012,urban,3396000
LBN,2012,urban,4309000
OMN,2012,urban,2687000
QAT,2012,urban,2082000
SAU,2012,urban,24002000
PSE,2012,urban,3205000
SYR,2012,urban,10936000
TUR,2012,urban,53671000
ARE,2012,urban,7543000
YEM,2012,urban,8210000
BLR,2012,urban,7170000
BGR,2012,urban,5335000
CZE,2012,urban,7749000
HUN,2012,urban,6877000
POL,2012,urban,23241000
MDA,2012,urban,1734000
ROU,2012,urban,10887000
RUS,2012,urban,105831000
SVK,2012,urban,2940000
UKR,2012,urban,31192000
CHI,2012,urban,50000
DNK,2012,urban,4889000
EST,2012,urban,901000
FRO,2012,urban,20000
FIN,2012,urban,4592000
ISL,2012,urban,305000
IRL,2012,urban,2898000
IMN,2012,urban,42000
LVA,2012,urban,1403000
LTU,2012,urban,2031000
NOR,2012,urban,4003000
SWE,2012,urban,8169000
GBR,2012,urban,52581000
ALB,2012,urban,1586000
AND,2012,urban,73000
BIH,2012,urban,1685000
HRV,2012,urban,2385000
GIB,2012,urban,34000
GRC,2012,urban,8762000
VAT,2012,urban,1000
ITA,2012,urban,41028000
MLT,2012,urban,396000
MNE,2012,urban,406000
PRT,2012,urban,6536000
SMR,2012,urban,31000
SRB,2012,urban,4958000
SVN,2012,urban,1094000
ESP,2012,urban,36971000
MKD,2012,urban,1185000
AUT,2012,urban,4868000
BEL,2012,urban,10834000
FRA,2012,urban,50198000
DEU,2012,urban,62559000
LIE,2012,urban,5000
LUX,2012,urban,475000
MCO,2012,urban,38000
NLD,2012,urban,14873000
CHE,2012,urban,5916000
AIA,2012,urban,14000
ATG,2012,urban,25000
ABW,2012,urban,44000
BHS,2012,urban,307000
BRB,2012,urban,89000
VGB,2012,urban,13000
BES,2012,urban,17000
CYM,2012,urban,58000
CUB,2012,urban,8739000
CUW,2012,urban,137000
DMA,2012,urban,49000
DOM,2012,urban,7698000
GRD,2012,urban,38000
GLP,2012,urban,444000
HTI,2012,urban,5091000
JAM,2012,urban,1538000
MTQ,2012,urban,348000
MSR,2012,urban,0
PRI,2012,urban,3466000
KNA,2012,urban,16000
LCA,2012,urban,32000
VCT,2012,urban,54000
SXM,2012,urban,35000
TTO,2012,urban,720000
TCA,2012,urban,30000
VIR,2012,urban,1e+05
BLZ,2012,urban,152000
CRI,2012,urban,3442000
SLV,2012,urban,4180000
GTM,2012,urban,7483000
HND,2012,urban,4525000
MEX,2012,urban,94736000
NIC,2012,urban,3368000
PAN,2012,urban,2480000
ARG,2012,urban,38359000
BOL,2012,urban,6892000
BRA,2012,urban,170322000
CHL,2012,urban,15092000
COL,2012,urban,36896000
ECU,2012,urban,9713000
FLK,2012,urban,2000
GUF,2012,urban,207000
GUY,2012,urban,199000
PRY,2012,urban,3822000
PER,2012,urban,23163000
SUR,2012,urban,356000
URY,2012,urban,3218000
VEN,2012,urban,26343000
BMU,2012,urban,63000
CAN,2012,urban,28317000
GRL,2012,urban,48000
SPM,2012,urban,6000
USA,2012,urban,254175000
AUS,2012,urban,19490000
NZL,2012,urban,3849000
FJI,2012,urban,465000
NCL,2012,urban,176000
PNG,2012,urban,965000
SLB,2012,urban,116000
VUT,2012,urban,61000
GUM,2012,urban,151000
KIR,2012,urban,52000
MHL,2012,urban,39000
FSM,2012,urban,23000
NRU,2012,urban,10000
MNP,2012,urban,49000
PLW,2012,urban,16000
ASM,2012,urban,48000
COK,2012,urban,13000
PYF,2012,urban,167000
NIU,2012,urban,1000
WSM,2012,urban,37000
TKL,2012,urban,0
TON,2012,urban,25000
TUV,2012,urban,6000
WLF,2012,urban,0
BDI,2013,urban,1102000
COM,2013,urban,209000
DJI,2013,urban,692000
ERI,2013,urban,1720000
ETH,2013,urban,17625000
KEN,2013,urban,11114000
MDG,2013,urban,7779000
MWI,2013,urban,2647000
MUS,2013,urban,517000
MYT,2013,urban,108000
MOZ,2013,urban,8818000
REU,2013,urban,843000
RWA,2013,urban,1875000
SYC,2013,urban,51000
SOM,2013,urban,5531000
SSD,2013,urban,2058000
UGA,2013,urban,7871000
TZA,2013,urban,15290000
ZMB,2013,urban,6192000
ZWE,2013,urban,4916000
AGO,2013,urban,16119000
CMR,2013,urban,11558000
CAF,2013,urban,1785000
TCD,2013,urban,2922000
COG,2013,urban,3071000
COD,2013,urban,29687000
GNQ,2013,urban,754000
GAB,2013,urban,1584000
STP,2013,urban,128000
DZA,2013,urban,26675000
EGY,2013,urban,38521000
LBY,2013,urban,4880000
MAR,2013,urban,20193000
SDN,2013,urban,12347000
TUN,2013,urban,7434000
ESH,2013,urban,436000
BWA,2013,urban,1396000
LSO,2013,urban,553000
NAM,2013,urban,1037000
ZAF,2013,urban,34300000
SWZ,2013,urban,292000
BEN,2013,urban,4466000
BFA,2013,urban,4498000
CPV,2013,urban,329000
CIV,2013,urban,10674000
GMB,2013,urban,1075000
GHA,2013,urban,13897000
GIN,2013,urban,3985000
GNB,2013,urban,695000
LBR,2013,urban,2100000
MLI,2013,urban,6327000
MRT,2013,urban,1946000
NER,2013,urban,2986000
NGA,2013,urban,79244000
SHN,2013,urban,2000
SEN,2013,urban,6357000
SLE,2013,urban,2771000
TGO,2013,urban,2751000
CHN,2013,urban,733059000
HKG,2013,urban,7149000
MAC,2013,urban,576000
TWN,2013,urban,17750000
PRK,2013,urban,15221000
JPN,2013,urban,117055000
MNG,2013,urban,1954000
KOR,2013,urban,41028000
KAZ,2013,urban,9816000
KGZ,2013,urban,2019000
TJK,2013,urban,2174000
TKM,2013,urban,2658000
UZB,2013,urban,15295000
AFG,2013,urban,7734000
BGD,2013,urban,51624000
BTN,2013,urban,284000
IND,2013,urban,409175000
IRN,2013,urban,55982000
MDV,2013,urban,150000
NPL,2013,urban,4986000
PAK,2013,urban,64713000
LKA,2013,urban,3736000
BRN,2013,urban,308000
KHM,2013,urban,3217000
IDN,2013,urban,130944000
LAO,2013,urban,2070000
MYS,2013,urban,21665000
MMR,2013,urban,15155000
PHL,2013,urban,45205000
SGP,2013,urban,5361000
THA,2013,urban,31477000
TLS,2013,urban,341000
VNM,2013,urban,29672000
ARM,2013,urban,1828000
AZE,2013,urban,5082000
BHR,2013,urban,1169000
CYP,2013,urban,768000
GEO,2013,urban,2293000
IRQ,2013,urban,23581000
ISR,2013,urban,7198000
JOR,2013,urban,7499000
KWT,2013,urban,3598000
LBN,2013,urban,4632000
OMN,2013,urban,2928000
QAT,2013,urban,2223000
SAU,2013,urban,24776000
PSE,2013,urban,3305000
SYR,2013,urban,10406000
TUR,2013,urban,54969000
ARE,2013,urban,7661000
YEM,2013,urban,8583000
BLR,2013,urban,7223000
BGR,2013,urban,5327000
CZE,2013,urban,7765000
HUN,2013,urban,6885000
POL,2013,urban,23188000
MDA,2013,urban,1732000
ROU,2013,urban,10824000
RUS,2013,urban,106066000
SVK,2013,urban,2937000
UKR,2013,urban,31074000
CHI,2013,urban,50000
DNK,2013,urban,4921000
EST,2013,urban,9e+05
FRO,2013,urban,20000
FIN,2013,urban,4628000
ISL,2013,urban,306000
IRL,2013,urban,2909000
IMN,2013,urban,43000
LVA,2013,urban,1386000
LTU,2013,urban,2008000
NOR,2013,urban,4076000
SWE,2013,urban,8263000
GBR,2013,urban,53072000
ALB,2013,urban,1617000
AND,2013,urban,72000
BIH,2013,urban,1677000
HRV,2013,urban,2383000
GIB,2013,urban,34000
GRC,2013,urban,8758000
VAT,2013,urban,1000
ITA,2013,urban,41158000
MLT,2013,urban,399000
MNE,2013,urban,408000
PRT,2013,urban,6564000
SMR,2013,urban,31000
SRB,2013,urban,4948000
SVN,2013,urban,1102000
ESP,2013,urban,36953000
MKD,2013,urban,1187000
AUT,2013,urban,4918000
BEL,2013,urban,10905000
FRA,2013,urban,50583000
DEU,2013,urban,62720000
LIE,2013,urban,5000
LUX,2013,urban,488000
MCO,2013,urban,38000
NLD,2013,urban,15019000
CHE,2013,urban,5992000
AIA,2013,urban,14000
ATG,2013,urban,25000
ABW,2013,urban,44000
BHS,2013,urban,312000
BRB,2013,urban,89000
VGB,2013,urban,13000
BES,2013,urban,18000
CYM,2013,urban,58000
CUB,2013,urban,8768000
CUW,2013,urban,139000
DMA,2013,urban,50000
DOM,2013,urban,7891000
GRD,2013,urban,38000
GLP,2013,urban,444000
HTI,2013,urban,5264000
JAM,2013,urban,1550000
MTQ,2013,urban,346000
MSR,2013,urban,0
PRI,2013,urban,3456000
KNA,2013,urban,16000
LCA,2013,urban,32000
VCT,2013,urban,55000
SXM,2013,urban,36000
TTO,2013,urban,722000
TCA,2013,urban,30000
VIR,2013,urban,1e+05
BLZ,2013,urban,156000
CRI,2013,urban,3528000
SLV,2013,urban,4253000
GTM,2013,urban,7691000
HND,2013,urban,4663000
MEX,2013,urban,96435000
NIC,2013,urban,3419000
PAN,2013,urban,2535000
ARG,2013,urban,38817000
BOL,2013,urban,7041000
BRA,2013,urban,172471000
CHL,2013,urban,15236000
COL,2013,urban,37430000
ECU,2013,urban,9886000
FLK,2013,urban,2000
GUF,2013,urban,213000
GUY,2013,urban,2e+05
PRY,2013,urban,3892000
PER,2013,urban,23532000
SUR,2013,urban,359000
URY,2013,urban,3232000
VEN,2013,urban,26720000
BMU,2013,urban,63000
CAN,2013,urban,28620000
GRL,2013,urban,48000
SPM,2013,urban,6000
USA,2013,urban,256528000
AUS,2013,urban,19794000
NZL,2013,urban,3895000
FJI,2013,urban,472000
NCL,2013,urban,179000
PNG,2013,urban,985000
SLB,2013,urban,121000
VUT,2013,urban,63000
GUM,2013,urban,151000
KIR,2013,urban,54000
MHL,2013,urban,40000
FSM,2013,urban,23000
NRU,2013,urban,11000
MNP,2013,urban,49000
PLW,2013,urban,16000
ASM,2013,urban,48000
COK,2013,urban,13000
PYF,2013,urban,168000
NIU,2013,urban,1000
WSM,2013,urban,37000
TKL,2013,urban,0
TON,2013,urban,25000
TUV,2013,urban,6000
WLF,2013,urban,0
BDI,2014,urban,1165000
COM,2014,urban,215000
DJI,2014,urban,705000
ERI,2014,urban,1784000
ETH,2014,urban,18497000
KEN,2014,urban,11608000
MDG,2014,urban,8146000
MWI,2014,urban,2754000
MUS,2014,urban,517000
MYT,2014,urban,111000
MOZ,2014,urban,9219000
REU,2014,urban,850000
RWA,2014,urban,1925000
SYC,2014,urban,51000
SOM,2014,urban,5767000
SSD,2014,urban,2148000
UGA,2014,urban,8351000
TZA,2014,urban,16143000
ZMB,2014,urban,6464000
ZWE,2014,urban,5009000
AGO,2014,urban,16887000
CMR,2014,urban,12004000
CAF,2014,urban,1804000
TCD,2014,urban,3036000
COG,2014,urban,3170000
COD,2014,urban,31096000
GNQ,2014,urban,792000
GAB,2014,urban,1644000
STP,2014,urban,132000
DZA,2014,urban,27466000
EGY,2014,urban,39332000
LBY,2014,urban,4902000
MAR,2014,urban,20679000
SDN,2014,urban,12714000
TUN,2014,urban,7552000
ESH,2014,urban,445000
BWA,2014,urban,1439000
LSO,2014,urban,569000
NAM,2014,urban,1087000
ZAF,2014,urban,35076000
SWZ,2014,urban,3e+05
BEN,2014,urban,4646000
BFA,2014,urban,4737000
CPV,2014,urban,336000
CIV,2014,urban,11044000
GMB,2014,urban,1122000
GHA,2014,urban,14403000
GIN,2014,urban,4113000
GNB,2014,urban,720000
LBR,2014,urban,2169000
MLI,2014,urban,6649000
MRT,2014,urban,2040000
NER,2014,urban,3106000
NGA,2014,urban,82905000
SHN,2014,urban,2000
SEN,2014,urban,6609000
SLE,2014,urban,2862000
TGO,2014,urban,2861000
CHN,2014,urban,754263000
HKG,2014,urban,7195000
MAC,2014,urban,589000
TWN,2014,urban,17908000
PRK,2014,urban,15346000
JPN,2014,urban,117018000
MNG,2014,urban,1993000
KOR,2014,urban,41168000
KAZ,2014,urban,9989000
KGZ,2014,urban,2058000
TJK,2014,urban,2229000
TKM,2014,urban,2729000
UZB,2014,urban,15509000
AFG,2014,urban,8054000
BGD,2014,urban,53456000
BTN,2014,urban,294000
IND,2014,urban,419002000
IRN,2014,urban,57107000
MDV,2014,urban,156000
NPL,2014,urban,5150000
PAK,2014,urban,66462000
LKA,2014,urban,3757000
BRN,2014,urban,314000
KHM,2014,urban,3329000
IDN,2014,urban,134288000
LAO,2014,urban,2136000
MYS,2014,urban,22241000
MMR,2014,urban,15395000
PHL,2014,urban,46140000
SGP,2014,urban,5448000
THA,2014,urban,32117000
TLS,2014,urban,353000
VNM,2014,urban,30647000
ARM,2014,urban,1834000
AZE,2014,urban,5172000
BHR,2014,urban,1188000
CYP,2014,urban,772000
GEO,2014,urban,2278000
IRQ,2014,urban,24420000
ISR,2014,urban,7314000
JOR,2014,urban,7928000
KWT,2014,urban,3782000
LBN,2014,urban,4928000
OMN,2014,urban,3174000
QAT,2014,urban,2348000
SAU,2014,urban,25532000
PSE,2014,urban,3408000
SYR,2014,urban,9890000
TUR,2014,urban,56292000
ARE,2014,urban,7744000
YEM,2014,urban,8967000
BLR,2014,urban,7274000
BGR,2014,urban,5319000
CZE,2014,urban,7778000
HUN,2014,urban,6892000
POL,2014,urban,23130000
MDA,2014,urban,1730000
ROU,2014,urban,10765000
RUS,2014,urban,106311000
SVK,2014,urban,2934000
UKR,2014,urban,30955000
CHI,2014,urban,51000
DNK,2014,urban,4951000
EST,2014,urban,9e+05
FRO,2014,urban,20000
FIN,2014,urban,4650000
ISL,2014,urban,308000
IRL,2014,urban,2921000
IMN,2014,urban,43000
LVA,2014,urban,1370000
LTU,2014,urban,1988000
NOR,2014,urban,4148000
SWE,2014,urban,8357000
GBR,2014,urban,53550000
ALB,2014,urban,1648000
AND,2014,urban,70000
BIH,2014,urban,1670000
HRV,2014,urban,2381000
GIB,2014,urban,34000
GRC,2014,urban,8753000
VAT,2014,urban,1000
ITA,2014,urban,41276000
MLT,2014,urban,402000
MNE,2014,urban,411000
PRT,2014,urban,6590000
SMR,2014,urban,32000
SRB,2014,urban,4938000
SVN,2014,urban,1109000
ESP,2014,urban,36923000
MKD,2014,urban,1190000
AUT,2014,urban,4966000
BEL,2014,urban,10976000
FRA,2014,urban,50964000
DEU,2014,urban,62902000
LIE,2014,urban,5000
LUX,2014,urban,5e+05
MCO,2014,urban,38000
NLD,2014,urban,15148000
CHE,2014,urban,6065000
AIA,2014,urban,14000
ATG,2014,urban,25000
ABW,2014,urban,45000
BHS,2014,urban,316000
BRB,2014,urban,89000
VGB,2014,urban,14000
BES,2014,urban,18000
CYM,2014,urban,59000
CUB,2014,urban,8793000
CUW,2014,urban,140000
DMA,2014,urban,50000
DOM,2014,urban,8082000
GRD,2014,urban,38000
GLP,2014,urban,444000
HTI,2014,urban,5439000
JAM,2014,urban,1562000
MTQ,2014,urban,345000
MSR,2014,urban,0
PRI,2014,urban,3447000
KNA,2014,urban,17000
LCA,2014,urban,33000
VCT,2014,urban,55000
SXM,2014,urban,38000
TTO,2014,urban,723000
TCA,2014,urban,31000
VIR,2014,urban,1e+05
BLZ,2014,urban,159000
CRI,2014,urban,3613000
SLV,2014,urban,4326000
GTM,2014,urban,7904000
HND,2014,urban,4802000
MEX,2014,urban,98126000
NIC,2014,urban,3470000
PAN,2014,urban,2591000
ARG,2014,urban,39275000
BOL,2014,urban,7187000
BRA,2014,urban,174586000
CHL,2014,urban,15377000
COL,2014,urban,37954000
ECU,2014,urban,10061000
FLK,2014,urban,2000
GUF,2014,urban,220000
GUY,2014,urban,202000
PRY,2014,urban,3963000
PER,2014,urban,23903000
SUR,2014,urban,362000
URY,2014,urban,3247000
VEN,2014,urban,27094000
BMU,2014,urban,62000
CAN,2014,urban,28918000
GRL,2014,urban,48000
SPM,2014,urban,6000
USA,2014,urban,258886000
AUS,2014,urban,20095000
NZL,2014,urban,3940000
FJI,2014,urban,480000
NCL,2014,urban,183000
PNG,2014,urban,1007000
SLB,2014,urban,126000
VUT,2014,urban,64000
GUM,2014,urban,152000
KIR,2014,urban,56000
MHL,2014,urban,40000
FSM,2014,urban,23000
NRU,2014,urban,11000
MNP,2014,urban,50000
PLW,2014,urban,16000
ASM,2014,urban,48000
COK,2014,urban,13000
PYF,2014,urban,170000
NIU,2014,urban,1000
WSM,2014,urban,37000
TKL,2014,urban,0
TON,2014,urban,25000
TUV,2014,urban,6000
WLF,2014,urban,0
BDI,2015,urban,1232000
COM,2015,urban,221000
DJI,2015,urban,718000
ERI,2015,urban,1852000
ETH,2015,urban,19403000
KEN,2015,urban,12120000
MDG,2015,urban,8529000
MWI,2015,urban,2867000
MUS,2015,urban,516000
MYT,2015,urban,113000
MOZ,2015,urban,9636000
REU,2015,urban,858000
RWA,2015,urban,1977000
SYC,2015,urban,52000
SOM,2015,urban,6015000
SSD,2015,urban,2240000
UGA,2015,urban,8856000
TZA,2015,urban,17035000
ZMB,2015,urban,6747000
ZWE,2015,urban,5109000
AGO,2015,urban,17676000
CMR,2015,urban,12463000
CAF,2015,urban,1831000
TCD,2015,urban,3154000
COG,2015,urban,3274000
COD,2015,urban,32567000
GNQ,2015,urban,830000
GAB,2015,urban,1701000
STP,2015,urban,137000
DZA,2015,urban,28248000
EGY,2015,urban,40123000
LBY,2015,urban,4942000
MAR,2015,urban,21164000
SDN,2015,urban,13099000
TUN,2015,urban,7672000
ESH,2015,urban,455000
BWA,2015,urban,1484000
LSO,2015,urban,585000
NAM,2015,urban,1138000
ZAF,2015,urban,35844000
SWZ,2015,urban,307000
BEN,2015,urban,4833000
BFA,2015,urban,4986000
CPV,2015,urban,343000
CIV,2015,urban,11426000
GMB,2015,urban,1171000
GHA,2015,urban,14918000
GIN,2015,urban,4249000
GNB,2015,urban,746000
LBR,2015,urban,2242000
MLI,2015,urban,6986000
MRT,2015,urban,2137000
NER,2015,urban,3233000
NGA,2015,urban,86673000
SHN,2015,urban,2000
SEN,2015,urban,6869000
SLE,2015,urban,2955000
TGO,2015,urban,2974000
CHN,2015,urban,775353000
HKG,2015,urban,7246000
MAC,2015,urban,601000
TWN,2015,urban,18064000
PRK,2015,urban,15469000
JPN,2015,urban,116944000
MNG,2015,urban,2031000
KOR,2015,urban,41302000
KAZ,2015,urban,10151000
KGZ,2015,urban,2098000
TJK,2015,urban,2286000
TKM,2015,urban,2800000
UZB,2015,urban,15720000
AFG,2015,urban,8368000
BGD,2015,urban,55305000
BTN,2015,urban,305000
IND,2015,urban,429069000
IRN,2015,urban,58217000
MDV,2015,urban,161000
NPL,2015,urban,5318000
PAK,2015,urban,68227000
LKA,2015,urban,3781000
BRN,2015,urban,320000
KHM,2015,urban,3443000
IDN,2015,urban,137635000
LAO,2015,urban,2206000
MYS,2015,urban,22801000
MMR,2015,urban,15647000
PHL,2015,urban,47078000
SGP,2015,urban,5535000
THA,2015,urban,32746000
TLS,2015,urban,366000
VNM,2015,urban,31635000
ARM,2015,urban,1840000
AZE,2015,urban,5262000
BHR,2015,urban,1221000
CYP,2015,urban,777000
GEO,2015,urban,2270000
IRQ,2015,urban,25252000
ISR,2015,urban,7434000
JOR,2015,urban,8267000
KWT,2015,urban,3936000
LBN,2015,urban,5155000
OMN,2015,urban,3417000
QAT,2015,urban,2455000
SAU,2015,urban,26249000
PSE,2015,urban,3514000
SYR,2015,urban,9774000
TUR,2015,urban,57617000
ARE,2015,urban,7843000
YEM,2015,urban,9361000
BLR,2015,urban,7321000
BGR,2015,urban,5311000
CZE,2015,urban,7791000
HUN,2015,urban,6898000
POL,2015,urban,23065000
MDA,2015,urban,1728000
ROU,2015,urban,10711000
RUS,2015,urban,106549000
SVK,2015,urban,2931000
UKR,2015,urban,30841000
CHI,2015,urban,51000
DNK,2015,urban,4979000
EST,2015,urban,9e+05
FRO,2015,urban,20000
FIN,2015,urban,4672000
ISL,2015,urban,309000
IRL,2015,urban,2939000
IMN,2015,urban,43000
LVA,2015,urban,1355000
LTU,2015,urban,1971000
NOR,2015,urban,4217000
SWE,2015,urban,8451000
GBR,2015,urban,54035000
ALB,2015,urban,1679000
AND,2015,urban,69000
BIH,2015,urban,1668000
HRV,2015,urban,2379000
GIB,2015,urban,34000
GRC,2015,urban,8755000
VAT,2015,urban,1000
ITA,2015,urban,41394000
MLT,2015,urban,404000
MNE,2015,urban,413000
PRT,2015,urban,6617000
SMR,2015,urban,32000
SRB,2015,urban,4930000
SVN,2015,urban,1116000
ESP,2015,urban,36933000
MKD,2015,urban,1194000
AUT,2015,urban,5009000
BEL,2015,urban,11048000
FRA,2015,urban,51343000
DEU,2015,urban,63078000
LIE,2015,urban,5000
LUX,2015,urban,511000
MCO,2015,urban,38000
NLD,2015,urban,15274000
CHE,2015,urban,6133000
AIA,2015,urban,15000
ATG,2015,urban,25000
ABW,2015,urban,45000
BHS,2015,urban,320000
BRB,2015,urban,89000
VGB,2015,urban,14000
BES,2015,urban,18000
CYM,2015,urban,60000
CUB,2015,urban,8813000
CUW,2015,urban,141000
DMA,2015,urban,51000
DOM,2015,urban,8272000
GRD,2015,urban,38000
GLP,2015,urban,443000
HTI,2015,urban,5616000
JAM,2015,urban,1575000
MTQ,2015,urban,343000
MSR,2015,urban,0
PRI,2015,urban,3439000
KNA,2015,urban,17000
LCA,2015,urban,33000
VCT,2015,urban,56000
SXM,2015,urban,39000
TTO,2015,urban,725000
TCA,2015,urban,32000
VIR,2015,urban,1e+05
BLZ,2015,urban,163000
CRI,2015,urban,3695000
SLV,2015,urban,4400000
GTM,2015,urban,8121000
HND,2015,urban,4943000
MEX,2015,urban,99813000
NIC,2015,urban,3521000
PAN,2015,urban,2647000
ARG,2015,urban,39728000
BOL,2015,urban,7335000
BRA,2015,urban,176654000
CHL,2015,urban,15517000
COL,2015,urban,38469000
ECU,2015,urban,10235000
FLK,2015,urban,2000
GUF,2015,urban,227000
GUY,2015,urban,203000
PRY,2015,urban,4033000
PER,2015,urban,24272000
SUR,2015,urban,365000
URY,2015,urban,3262000
VEN,2015,urban,27465000
BMU,2015,urban,62000
CAN,2015,urban,29212000
GRL,2015,urban,49000
SPM,2015,urban,6000
USA,2015,urban,261288000
AUS,2015,urban,20397000
NZL,2015,urban,3984000
FJI,2015,urban,488000
NCL,2015,urban,187000
PNG,2015,urban,1031000
SLB,2015,urban,131000
VUT,2015,urban,66000
GUM,2015,urban,153000
KIR,2015,urban,58000
MHL,2015,urban,40000
FSM,2015,urban,23000
NRU,2015,urban,11000
MNP,2015,urban,50000
PLW,2015,urban,17000
ASM,2015,urban,48000
COK,2015,urban,13000
PYF,2015,urban,171000
NIU,2015,urban,1000
WSM,2015,urban,37000
TKL,2015,urban,0
TON,2015,urban,25000
TUV,2015,urban,7000
WLF,2015,urban,0
BDI,2016,urban,1304000
COM,2016,urban,228000
DJI,2016,urban,731000
ERI,2016,urban,1924000
ETH,2016,urban,20343000
KEN,2016,urban,12651000
MDG,2016,urban,8926000
MWI,2016,urban,2986000
MUS,2016,urban,516000
MYT,2016,urban,115000
MOZ,2016,urban,10069000
REU,2016,urban,865000
RWA,2016,urban,2033000
SYC,2016,urban,53000
SOM,2016,urban,6274000
SSD,2016,urban,2335000
UGA,2016,urban,9386000
TZA,2016,urban,17968000
ZMB,2016,urban,7041000
ZWE,2016,urban,5216000
AGO,2016,urban,18484000
CMR,2016,urban,12933000
CAF,2016,urban,1866000
TCD,2016,urban,3277000
COG,2016,urban,3383000
COD,2016,urban,34098000
GNQ,2016,urban,869000
GAB,2016,urban,1753000
STP,2016,urban,142000
DZA,2016,urban,29017000
EGY,2016,urban,40889000
LBY,2016,urban,5006000
MAR,2016,urban,21646000
SDN,2016,urban,13505000
TUN,2016,urban,7794000
ESH,2016,urban,466000
BWA,2016,urban,1529000
LSO,2016,urban,602000
NAM,2016,urban,1189000
ZAF,2016,urban,36601000
SWZ,2016,urban,315000
BEN,2016,urban,5026000
BFA,2016,urban,5246000
CPV,2016,urban,350000
CIV,2016,urban,11820000
GMB,2016,urban,1221000
GHA,2016,urban,15443000
GIN,2016,urban,4396000
GNB,2016,urban,772000
LBR,2016,urban,2319000
MLI,2016,urban,7339000
MRT,2016,urban,2235000
NER,2016,urban,3368000
NGA,2016,urban,90546000
SHN,2016,urban,2000
SEN,2016,urban,7135000
SLE,2016,urban,3049000
TGO,2016,urban,3090000
CHN,2016,urban,796289000
HKG,2016,urban,7303000
