ISO3,year,area,population
MAC,2016,urban,612000
TWN,2016,urban,18218000
PRK,2016,urban,15594000
JPN,2016,urban,116835000
MNG,2016,urban,2068000
KOR,2016,urban,41427000
KAZ,2016,urban,10300000
KGZ,2016,urban,2141000
TJK,2016,urban,2345000
TKM,2016,urban,2872000
UZB,2016,urban,15928000
AFG,2016,urban,8671000
BGD,2016,urban,57168000
BTN,2016,urban,315000
IND,2016,urban,439392000
IRN,2016,urban,59309000
MDV,2016,urban,167000
NPL,2016,urban,5490000
PAK,2016,urban,70005000
LKA,2016,urban,3808000
BRN,2016,urban,326000
KHM,2016,urban,3559000
IDN,2016,urban,140973000
LAO,2016,urban,2280000
MYS,2016,urban,23341000
MMR,2016,urban,15909000
PHL,2016,urban,48018000
SGP,2016,urban,5622000
THA,2016,urban,33363000
TLS,2016,urban,379000
VNM,2016,urban,32636000
ARM,2016,urban,1845000
AZE,2016,urban,5351000
BHR,2016,urban,1270000
CYP,2016,urban,783000
GEO,2016,urban,2270000
IRQ,2016,urban,26077000
ISR,2016,urban,7557000
JOR,2016,urban,8558000
KWT,2016,urban,4053000
LBN,2016,urban,5302000
OMN,2016,urban,3650000
QAT,2016,urban,2544000
SAU,2016,urban,26918000
PSE,2016,urban,3623000
SYR,2016,urban,9738000
TUR,2016,urban,58946000
ARE,2016,urban,7969000
YEM,2016,urban,9763000
BLR,2016,urban,7362000
BGR,2016,urban,5301000
CZE,2016,urban,7806000
HUN,2016,urban,6903000
POL,2016,urban,23003000
MDA,2016,urban,1726000
ROU,2016,urban,10660000
RUS,2016,urban,106770000
SVK,2016,urban,2929000
UKR,2016,urban,30731000
CHI,2016,urban,51000
DNK,2016,urban,5006000
EST,2016,urban,9e+05
FRO,2016,urban,21000
FIN,2016,urban,4693000
ISL,2016,urban,312000
IRL,2016,urban,2965000
IMN,2016,urban,44000
LVA,2016,urban,1340000
LTU,2016,urban,1959000
NOR,2016,urban,4282000
SWE,2016,urban,8544000
GBR,2016,urban,54529000
ALB,2016,urban,1710000
AND,2016,urban,68000
BIH,2016,urban,1671000
HRV,2016,urban,2376000
GIB,2016,urban,34000
GRC,2016,urban,8767000
VAT,2016,urban,1000
ITA,2016,urban,41515000
MLT,2016,urban,406000
MNE,2016,urban,416000
PRT,2016,urban,6647000
SMR,2016,urban,32000
SRB,2016,urban,4922000
SVN,2016,urban,1122000
ESP,2016,urban,37004000
MKD,2016,urban,1198000
AUT,2016,urban,5045000
BEL,2016,urban,11122000
FRA,2016,urban,51723000
DEU,2016,urban,63257000
LIE,2016,urban,5000
LUX,2016,urban,521000
MCO,2016,urban,38000
NLD,2016,urban,15396000
CHE,2016,urban,6195000
AIA,2016,urban,15000
ATG,2016,urban,25000
ABW,2016,urban,45000
BHS,2016,urban,324000
BRB,2016,urban,89000
VGB,2016,urban,14000
BES,2016,urban,19000
CYM,2016,urban,61000
CUB,2016,urban,8828000
CUW,2016,urban,142000
DMA,2016,urban,51000
DOM,2016,urban,8459000
GRD,2016,urban,39000
GLP,2016,urban,443000
HTI,2016,urban,5792000
JAM,2016,urban,1588000
MTQ,2016,urban,343000
MSR,2016,urban,0
PRI,2016,urban,3433000
KNA,2016,urban,17000
LCA,2016,urban,33000
VCT,2016,urban,56000
SXM,2016,urban,40000
TTO,2016,urban,727000
TCA,2016,urban,32000
VIR,2016,urban,1e+05
BLZ,2016,urban,167000
CRI,2016,urban,3776000
SLV,2016,urban,4473000
GTM,2016,urban,8344000
HND,2016,urban,5086000
MEX,2016,urban,101492000
NIC,2016,urban,3572000
PAN,2016,urban,2704000
ARG,2016,urban,40176000
BOL,2016,urban,7484000
BRA,2016,urban,178670000
CHL,2016,urban,15657000
COL,2016,urban,38975000
ECU,2016,urban,10410000
FLK,2016,urban,2000
GUF,2016,urban,234000
GUY,2016,urban,205000
PRY,2016,urban,4104000
PER,2016,urban,24637000
SUR,2016,urban,369000
URY,2016,urban,3277000
VEN,2016,urban,27832000
BMU,2016,urban,62000
CAN,2016,urban,29504000
GRL,2016,urban,49000
SPM,2016,urban,6000
USA,2016,urban,263743000
AUS,2016,urban,20700000
NZL,2016,urban,4027000
FJI,2016,urban,496000
NCL,2016,urban,190000
PNG,2016,urban,1055000
SLB,2016,urban,137000
VUT,2016,urban,68000
GUM,2016,urban,154000
KIR,2016,urban,60000
MHL,2016,urban,40000
FSM,2016,urban,24000
NRU,2016,urban,11000
MNP,2016,urban,50000
PLW,2016,urban,17000
ASM,2016,urban,48000
COK,2016,urban,13000
PYF,2016,urban,173000
NIU,2016,urban,1000
WSM,2016,urban,36000
TKL,2016,urban,0
TON,2016,urban,25000
TUV,2016,urban,7000
WLF,2016,urban,0
BDI,2017,urban,1380000
COM,2017,urban,234000
DJI,2017,urban,743000
ERI,2017,urban,2e+06
ETH,2017,urban,21317000
KEN,2017,urban,13201000
MDG,2017,urban,9339000
MWI,2017,urban,3113000
MUS,2017,urban,517000
MYT,2017,urban,117000
MOZ,2017,urban,10519000
REU,2017,urban,872000
RWA,2017,urban,2091000
SYC,2017,urban,53000
SOM,2017,urban,6544000
SSD,2017,urban,2433000
UGA,2017,urban,9942000
TZA,2017,urban,18943000
ZMB,2017,urban,7346000
ZWE,2017,urban,5329000
AGO,2017,urban,19312000
CMR,2017,urban,13417000
CAF,2017,urban,1909000
TCD,2017,urban,3406000
COG,2017,urban,3496000
COD,2017,urban,35692000
GNQ,2017,urban,908000
GAB,2017,urban,1802000
STP,2017,urban,147000
DZA,2017,urban,29771000
EGY,2017,urban,41660000
LBY,2017,urban,5088000
MAR,2017,urban,22126000
SDN,2017,urban,13931000
TUN,2017,urban,7916000
ESH,2017,urban,479000
BWA,2017,urban,1574000
LSO,2017,urban,619000
NAM,2017,urban,1242000
ZAF,2017,urban,37348000
SWZ,2017,urban,323000
BEN,2017,urban,5227000
BFA,2017,urban,5517000
CPV,2017,urban,357000
CIV,2017,urban,12227000
GMB,2017,urban,1273000
GHA,2017,urban,15976000
GIN,2017,urban,4552000
GNB,2017,urban,799000
LBR,2017,urban,2399000
MLI,2017,urban,7708000
MRT,2017,urban,2335000
NER,2017,urban,3511000
NGA,2017,urban,94525000
SHN,2017,urban,2000
SEN,2017,urban,7409000
SLE,2017,urban,3147000
TGO,2017,urban,3210000
CHN,2017,urban,816958000
HKG,2017,urban,7365000
MAC,2017,urban,623000
TWN,2017,urban,18370000
PRK,2017,urban,15722000
JPN,2017,urban,116693000
MNG,2017,urban,2103000
KOR,2017,urban,41552000
KAZ,2017,urban,10438000
KGZ,2017,urban,2184000
TJK,2017,urban,2407000
TKM,2017,urban,2945000
UZB,2017,urban,16131000
AFG,2017,urban,8971000
BGD,2017,urban,59047000
BTN,2017,urban,324000
IND,2017,urban,449963000
IRN,2017,urban,60380000
MDV,2017,urban,172000
NPL,2017,urban,5666000
PAK,2017,urban,71796000
LKA,2017,urban,3838000
BRN,2017,urban,331000
KHM,2017,urban,3678000
IDN,2017,urban,144295000
LAO,2017,urban,2357000
MYS,2017,urban,23859000
MMR,2017,urban,16183000
PHL,2017,urban,48978000
SGP,2017,urban,5709000
THA,2017,urban,33966000
TLS,2017,urban,392000
VNM,2017,urban,33642000
ARM,2017,urban,1849000
AZE,2017,urban,5439000
BHR,2017,urban,1331000
CYP,2017,urban,788000
GEO,2017,urban,2278000
IRQ,2017,urban,26899000
ISR,2017,urban,7684000
JOR,2017,urban,8805000
KWT,2017,urban,4137000
LBN,2017,urban,5379000
OMN,2017,urban,3874000
QAT,2017,urban,2615000
SAU,2017,urban,27544000
PSE,2017,urban,3735000
SYR,2017,urban,9774000
TUR,2017,urban,60271000
ARE,2017,urban,8107000
YEM,2017,urban,10175000
BLR,2017,urban,7398000
BGR,2017,urban,5290000
CZE,2017,urban,7823000
HUN,2017,urban,6908000
POL,2017,urban,22942000
MDA,2017,urban,1724000
ROU,2017,urban,10614000
RUS,2017,urban,106973000
SVK,2017,urban,2928000
UKR,2017,urban,30623000
CHI,2017,urban,51000
DNK,2017,urban,5032000
EST,2017,urban,9e+05
FRO,2017,urban,21000
FIN,2017,urban,4713000
ISL,2017,urban,314000
IRL,2017,urban,2997000
IMN,2017,urban,44000
LVA,2017,urban,1327000
LTU,2017,urban,1951000
NOR,2017,urban,4344000
SWE,2017,urban,8637000
GBR,2017,urban,55025000
ALB,2017,urban,1740000
AND,2017,urban,68000
BIH,2017,urban,1679000
HRV,2017,urban,2374000
GIB,2017,urban,35000
GRC,2017,urban,8785000
VAT,2017,urban,1000
ITA,2017,urban,41637000
MLT,2017,urban,407000
MNE,2017,urban,418000
PRT,2017,urban,6678000
SMR,2017,urban,32000
SRB,2017,urban,4918000
SVN,2017,urban,1129000
ESP,2017,urban,37120000
MKD,2017,urban,1203000
AUT,2017,urban,5075000
BEL,2017,urban,11196000
FRA,2017,urban,52101000
DEU,2017,urban,63442000
LIE,2017,urban,5000
LUX,2017,urban,529000
MCO,2017,urban,39000
NLD,2017,urban,15516000
CHE,2017,urban,6252000
AIA,2017,urban,15000
ATG,2017,urban,25000
ABW,2017,urban,46000
BHS,2017,urban,328000
BRB,2017,urban,89000
VGB,2017,urban,15000
BES,2017,urban,19000
CYM,2017,urban,62000
CUB,2017,urban,8841000
CUW,2017,urban,143000
DMA,2017,urban,52000
DOM,2017,urban,8643000
GRD,2017,urban,39000
GLP,2017,urban,443000
HTI,2017,urban,5968000
JAM,2017,urban,1601000
MTQ,2017,urban,343000
MSR,2017,urban,0
PRI,2017,urban,3428000
KNA,2017,urban,17000
LCA,2017,urban,33000
VCT,2017,urban,57000
SXM,2017,urban,40000
TTO,2017,urban,728000
TCA,2017,urban,33000
VIR,2017,urban,1e+05
BLZ,2017,urban,171000
CRI,2017,urban,3854000
SLV,2017,urban,4546000
GTM,2017,urban,8572000
HND,2017,urban,5231000
MEX,2017,urban,103159000
NIC,2017,urban,3625000
PAN,2017,urban,2761000
ARG,2017,urban,40618000
BOL,2017,urban,7634000
BRA,2017,urban,180634000
CHL,2017,urban,15796000
COL,2017,urban,39471000
ECU,2017,urban,10585000
FLK,2017,urban,2000
GUF,2017,urban,240000
GUY,2017,urban,206000
PRY,2017,urban,4175000
PER,2017,urban,24999000
SUR,2017,urban,372000
URY,2017,urban,3292000
VEN,2017,urban,28198000
BMU,2017,urban,61000
CAN,2017,urban,29794000
GRL,2017,urban,49000
SPM,2017,urban,6000
USA,2017,urban,266244000
AUS,2017,urban,21004000
NZL,2017,urban,4069000
FJI,2017,urban,505000
NCL,2017,urban,194000
PNG,2017,urban,1081000
SLB,2017,urban,142000
VUT,2017,urban,70000
GUM,2017,urban,156000
KIR,2017,urban,62000
MHL,2017,urban,41000
FSM,2017,urban,24000
NRU,2017,urban,11000
MNP,2017,urban,50000
PLW,2017,urban,17000
ASM,2017,urban,49000
COK,2017,urban,13000
PYF,2017,urban,175000
NIU,2017,urban,1000
WSM,2017,urban,36000
TKL,2017,urban,0
TON,2017,urban,25000
TUV,2017,urban,7000
WLF,2017,urban,0
BDI,2018,urban,1462000
COM,2018,urban,241000
DJI,2018,urban,756000
ERI,2018,urban,2079000
ETH,2018,urban,22328000
KEN,2018,urban,13772000
MDG,2018,urban,9767000
MWI,2018,urban,3246000
MUS,2018,urban,517000
MYT,2018,urban,120000
MOZ,2018,urban,10987000
REU,2018,urban,879000
RWA,2018,urban,2152000
SYC,2018,urban,54000
SOM,2018,urban,6827000
SSD,2018,urban,2534000
UGA,2018,urban,10525000
TZA,2018,urban,19959000
ZMB,2018,urban,7664000
ZWE,2018,urban,5448000
AGO,2018,urban,20162000
CMR,2018,urban,13912000
CAF,2018,urban,1960000
TCD,2018,urban,3540000
COG,2018,urban,3613000
COD,2018,urban,37349000
GNQ,2018,urban,948000
GAB,2018,urban,1848000
STP,2018,urban,152000
DZA,2018,urban,30510000
EGY,2018,urban,42438000
LBY,2018,urban,5183000
MAR,2018,urban,22603000
SDN,2018,urban,14380000
TUN,2018,urban,8038000
ESH,2018,urban,492000
BWA,2018,urban,1620000
LSO,2018,urban,637000
NAM,2018,urban,1295000
ZAF,2018,urban,38087000
SWZ,2018,urban,331000
BEN,2018,urban,5434000
BFA,2018,urban,5799000
CPV,2018,urban,364000
CIV,2018,urban,12647000
GMB,2018,urban,1326000
GHA,2018,urban,16517000
GIN,2018,urban,4717000
GNB,2018,urban,827000
LBR,2018,urban,2483000
MLI,2018,urban,8093000
MRT,2018,urban,2437000
NER,2018,urban,3665000
NGA,2018,urban,98611000
SHN,2018,urban,2000
SEN,2018,urban,7690000
SLE,2018,urban,3247000
TGO,2018,urban,3332000
CHN,2018,urban,837022000
HKG,2018,urban,7429000
MAC,2018,urban,632000
TWN,2018,urban,18518000
PRK,2018,urban,15853000
JPN,2018,urban,116522000
MNG,2018,urban,2137000
KOR,2018,urban,41678000
KAZ,2018,urban,10569000
KGZ,2018,urban,2229000
TJK,2018,urban,2471000
TKM,2018,urban,3019000
UZB,2018,urban,16337000
AFG,2018,urban,9273000
BGD,2018,urban,60944000
BTN,2018,urban,334000
IND,2018,urban,460780000
IRN,2018,urban,61425000
MDV,2018,urban,177000
NPL,2018,urban,5848000
PAK,2018,urban,73630000
LKA,2018,urban,3871000
BRN,2018,urban,337000
KHM,2018,urban,3800000
IDN,2018,urban,147603000
LAO,2018,urban,2437000
MYS,2018,urban,24364000
MMR,2018,urban,16468000
PHL,2018,urban,49962000
SGP,2018,urban,5792000
THA,2018,urban,34556000
TLS,2018,urban,405000
VNM,2018,urban,34659000
ARM,2018,urban,1853000
AZE,2018,urban,5526000
BHR,2018,urban,1399000
CYP,2018,urban,794000
GEO,2018,urban,2291000
IRQ,2018,urban,27724000
ISR,2018,urban,7812000
JOR,2018,urban,9010000
KWT,2018,urban,4197000
LBN,2018,urban,5398000
OMN,2018,urban,4083000
QAT,2018,urban,2672000
SAU,2018,urban,28133000
PSE,2018,urban,3848000
SYR,2018,urban,9903000
TUR,2018,urban,61555000
ARE,2018,urban,8256000
YEM,2018,urban,10595000
BLR,2018,urban,7429000
BGR,2018,urban,5278000
CZE,2018,urban,7841000
HUN,2018,urban,6913000
POL,2018,urban,22885000
MDA,2018,urban,1723000
ROU,2018,urban,10573000
RUS,2018,urban,107157000
SVK,2018,urban,2928000
UKR,2018,urban,30521000
CHI,2018,urban,51000
DNK,2018,urban,5057000
EST,2018,urban,9e+05
FRO,2018,urban,21000
FIN,2018,urban,4732000
ISL,2018,urban,317000
IRL,2018,urban,3035000
IMN,2018,urban,45000
LVA,2018,urban,1315000
LTU,2018,urban,1947000
NOR,2018,urban,4403000
SWE,2018,urban,8728000
GBR,2018,urban,55521000
ALB,2018,urban,1770000
AND,2018,urban,68000
BIH,2018,urban,1690000
HRV,2018,urban,2372000
GIB,2018,urban,35000
GRC,2018,urban,8809000
VAT,2018,urban,1000
ITA,2018,urban,41763000
MLT,2018,urban,409000
MNE,2018,urban,420000
PRT,2018,urban,6711000
SMR,2018,urban,33000
SRB,2018,urban,4915000
SVN,2018,urban,1135000
ESP,2018,urban,37267000
MKD,2018,urban,1209000
AUT,2018,urban,5102000
BEL,2018,urban,11269000
FRA,2018,urban,52476000
DEU,2018,urban,63622000
LIE,2018,urban,5000
LUX,2018,urban,537000
MCO,2018,urban,39000
NLD,2018,urban,15631000
CHE,2018,urban,6305000
AIA,2018,urban,15000
ATG,2018,urban,25000
ABW,2018,urban,46000
BHS,2018,urban,332000
BRB,2018,urban,89000
VGB,2018,urban,15000
BES,2018,urban,19000
CYM,2018,urban,62000
CUB,2018,urban,8851000
CUW,2018,urban,144000
DMA,2018,urban,52000
DOM,2018,urban,8823000
GRD,2018,urban,39000
GLP,2018,urban,442000
HTI,2018,urban,6143000
JAM,2018,urban,1614000
MTQ,2018,urban,343000
MSR,2018,urban,0
PRI,2018,urban,3424000
KNA,2018,urban,17000
LCA,2018,urban,34000
VCT,2018,urban,58000
SXM,2018,urban,41000
TTO,2018,urban,730000
TCA,2018,urban,33000
VIR,2018,urban,1e+05
BLZ,2018,urban,175000
CRI,2018,urban,3930000
SLV,2018,urban,4618000
GTM,2018,urban,8804000
HND,2018,urban,5377000
MEX,2018,urban,104811000
NIC,2018,urban,3678000
PAN,2018,urban,2818000
ARG,2018,urban,41056000
BOL,2018,urban,7786000
BRA,2018,urban,182546000
CHL,2018,urban,15934000
COL,2018,urban,39956000
ECU,2018,urban,10762000
FLK,2018,urban,2000
GUF,2018,urban,247000
GUY,2018,urban,208000
PRY,2018,urban,4247000
PER,2018,urban,25360000
SUR,2018,urban,375000
URY,2018,urban,3308000
VEN,2018,urban,28563000
BMU,2018,urban,61000
CAN,2018,urban,30084000
GRL,2018,urban,49000
SPM,2018,urban,6000
USA,2018,urban,268787000
AUS,2018,urban,21307000
NZL,2018,urban,4110000
FJI,2018,urban,513000
NCL,2018,urban,198000
PNG,2018,urban,1109000
SLB,2018,urban,148000
VUT,2018,urban,71000
GUM,2018,urban,157000
KIR,2018,urban,64000
MHL,2018,urban,41000
FSM,2018,urban,24000
NRU,2018,urban,11000
MNP,2018,urban,51000
PLW,2018,urban,18000
ASM,2018,urban,49000
COK,2018,urban,13000
PYF,2018,urban,177000
NIU,2018,urban,1000
WSM,2018,urban,36000
TKL,2018,urban,0
TON,2018,urban,25000
TUV,2018,urban,7000
WLF,2018,urban,0
BDI,2019,urban,1547000
COM,2019,urban,248000
DJI,2019,urban,768000
ERI,2019,urban,2162000
ETH,2019,urban,23376000
KEN,2019,urban,14363000
MDG,2019,urban,10211000
MWI,2019,urban,3387000
MUS,2019,urban,518000
MYT,2019,urban,122000
MOZ,2019,urban,11473000
REU,2019,urban,886000
RWA,2019,urban,2215000
SYC,2019,urban,55000
SOM,2019,urban,7123000
SSD,2019,urban,2639000
UGA,2019,urban,11136000
TZA,2019,urban,21015000
ZMB,2019,urban,7993000
ZWE,2019,urban,5572000
AGO,2019,urban,21036000
CMR,2019,urban,14420000
CAF,2019,urban,2016000
TCD,2019,urban,3681000
COG,2019,urban,3734000
COD,2019,urban,39068000
GNQ,2019,urban,988000
GAB,2019,urban,1893000
STP,2019,urban,157000
DZA,2019,urban,31236000
EGY,2019,urban,43229000
LBY,2019,urban,5282000
MAR,2019,urban,23078000
SDN,2019,urban,14853000
TUN,2019,urban,8160000
ESH,2019,urban,505000
BWA,2019,urban,1666000
LSO,2019,urban,655000
NAM,2019,urban,1349000
ZAF,2019,urban,38820000
SWZ,2019,urban,339000
BEN,2019,urban,5648000
BFA,2019,urban,6092000
CPV,2019,urban,371000
CIV,2019,urban,13082000
GMB,2019,urban,1380000
GHA,2019,urban,17067000
GIN,2019,urban,4890000
GNB,2019,urban,855000
LBR,2019,urban,2569000
MLI,2019,urban,8493000
MRT,2019,urban,2541000
NER,2019,urban,3828000
NGA,2019,urban,102806000
SHN,2019,urban,2000
SEN,2019,urban,7979000
SLE,2019,urban,3349000
TGO,2019,urban,3459000
CHN,2019,urban,856409000
HKG,2019,urban,7491000
MAC,2019,urban,642000
TWN,2019,urban,18663000
PRK,2019,urban,15985000
JPN,2019,urban,116323000
MNG,2019,urban,2170000
KOR,2019,urban,41805000
KAZ,2019,urban,10698000
KGZ,2019,urban,2275000
TJK,2019,urban,2538000
TKM,2019,urban,3093000
UZB,2019,urban,16546000
AFG,2019,urban,9583000
BGD,2019,urban,62866000
BTN,2019,urban,344000
IND,2019,urban,471828000
IRN,2019,urban,62439000
MDV,2019,urban,182000
NPL,2019,urban,6034000
PAK,2019,urban,75511000
LKA,2019,urban,3906000
BRN,2019,urban,342000
KHM,2019,urban,3924000
IDN,2019,urban,150900000
LAO,2019,urban,2518000
MYS,2019,urban,24862000
MMR,2019,urban,16764000
PHL,2019,urban,50971000
SGP,2019,urban,5868000
THA,2019,urban,35133000
TLS,2019,urban,419000
VNM,2019,urban,35687000
ARM,2019,urban,1857000
AZE,2019,urban,5611000
BHR,2019,urban,1464000
CYP,2019,urban,801000
GEO,2019,urban,2305000
IRQ,2019,urban,28563000
ISR,2019,urban,7940000
JOR,2019,urban,9184000
KWT,2019,urban,4249000
LBN,2019,urban,5384000
OMN,2019,urban,4274000
QAT,2019,urban,2722000
SAU,2019,urban,28700000
PSE,2019,urban,3965000
SYR,2019,urban,10141000
TUR,2019,urban,62744000
ARE,2019,urban,8403000
YEM,2019,urban,11025000
BLR,2019,urban,7457000
BGR,2019,urban,5266000
CZE,2019,urban,7858000
HUN,2019,urban,6918000
POL,2019,urban,22831000
MDA,2019,urban,1722000
ROU,2019,urban,10537000
RUS,2019,urban,107327000
SVK,2019,urban,2929000
UKR,2019,urban,30426000
CHI,2019,urban,52000
DNK,2019,urban,5082000
EST,2019,urban,9e+05
FRO,2019,urban,21000
FIN,2019,urban,4752000
ISL,2019,urban,320000
IRL,2019,urban,3073000
IMN,2019,urban,45000
LVA,2019,urban,1304000
LTU,2019,urban,1944000
NOR,2019,urban,4462000
SWE,2019,urban,8817000
GBR,2019,urban,56012000
ALB,2019,urban,1799000
AND,2019,urban,68000
BIH,2019,urban,1703000
HRV,2019,urban,2370000
GIB,2019,urban,35000
GRC,2019,urban,8832000
VAT,2019,urban,1000
ITA,2019,urban,41887000
MLT,2019,urban,410000
MNE,2019,urban,423000
PRT,2019,urban,6744000
SMR,2019,urban,33000
SRB,2019,urban,4913000
SVN,2019,urban,1141000
ESP,2019,urban,37415000
MKD,2019,urban,1215000
AUT,2019,urban,5130000
BEL,2019,urban,11336000
FRA,2019,urban,52849000
DEU,2019,urban,63788000
LIE,2019,urban,6000
LUX,2019,urban,545000
MCO,2019,urban,39000
NLD,2019,urban,15741000
CHE,2019,urban,6357000
AIA,2019,urban,15000
ATG,2019,urban,26000
ABW,2019,urban,46000
BHS,2019,urban,335000
BRB,2019,urban,89000
VGB,2019,urban,15000
BES,2019,urban,19000
CYM,2019,urban,63000
CUB,2019,urban,8861000
CUW,2019,urban,145000
DMA,2019,urban,53000
DOM,2019,urban,8998000
GRD,2019,urban,40000
GLP,2019,urban,442000
HTI,2019,urban,6318000
JAM,2019,urban,1627000
MTQ,2019,urban,343000
MSR,2019,urban,0
PRI,2019,urban,3420000
KNA,2019,urban,17000
LCA,2019,urban,34000
VCT,2019,urban,58000
SXM,2019,urban,41000
TTO,2019,urban,732000
TCA,2019,urban,34000
VIR,2019,urban,101000
BLZ,2019,urban,179000
CRI,2019,urban,4003000
SLV,2019,urban,4689000
GTM,2019,urban,9042000
HND,2019,urban,5524000
MEX,2019,urban,106450000
NIC,2019,urban,3732000
PAN,2019,urban,2876000
ARG,2019,urban,41490000
BOL,2019,urban,7940000
BRA,2019,urban,184408000
CHL,2019,urban,16071000
COL,2019,urban,40430000
ECU,2019,urban,10942000
FLK,2019,urban,2000
GUF,2019,urban,254000
GUY,2019,urban,210000
PRY,2019,urban,4320000
PER,2019,urban,25721000
SUR,2019,urban,379000
URY,2019,urban,3323000
VEN,2019,urban,28925000
BMU,2019,urban,61000
CAN,2019,urban,30376000
GRL,2019,urban,49000
SPM,2019,urban,6000
USA,2019,urban,271366000
AUS,2019,urban,21607000
NZL,2019,urban,4151000
FJI,2019,urban,521000
NCL,2019,urban,201000
PNG,2019,urban,1138000
SLB,2019,urban,154000
VUT,2019,urban,73000
GUM,2019,urban,159000
KIR,2019,urban,66000
MHL,2019,urban,41000
FSM,2019,urban,24000
NRU,2019,urban,11000
MNP,2019,urban,51000
PLW,2019,urban,18000
ASM,2019,urban,49000
COK,2019,urban,13000
PYF,2019,urban,179000
NIU,2019,urban,1000
WSM,2019,urban,36000
TKL,2019,urban,0
TON,2019,urban,25000
TUV,2019,urban,7000
WLF,2019,urban,0
BDI,2020,urban,1637000
COM,2020,urban,255000
DJI,2020,urban,781000
ERI,2020,urban,2246000
ETH,2020,urban,24463000
KEN,2020,urban,14975000
MDG,2020,urban,10670000
MWI,2020,urban,3535000
MUS,2020,urban,519000
MYT,2020,urban,125000
MOZ,2020,urban,11978000
REU,2020,urban,893000
RWA,2020,urban,2281000
SYC,2020,urban,55000
SOM,2020,urban,7431000
SSD,2020,urban,2749000
UGA,2020,urban,11775000
TZA,2020,urban,22113000
ZMB,2020,urban,8336000
ZWE,2020,urban,5700000
AGO,2020,urban,21937000
CMR,2020,urban,14942000
CAF,2020,urban,2077000
TCD,2020,urban,3830000
COG,2020,urban,3857000
COD,2020,urban,40848000
GNQ,2020,urban,1028000
GAB,2020,urban,1938000
STP,2020,urban,162000
DZA,2020,urban,31951000
EGY,2020,urban,44041000
LBY,2020,urban,5376000
MAR,2020,urban,23552000
SDN,2020,urban,15349000
TUN,2020,urban,8281000
ESH,2020,urban,519000
BWA,2020,urban,1712000
LSO,2020,urban,674000
NAM,2020,urban,1403000
ZAF,2020,urban,39551000
SWZ,2020,urban,348000
BEN,2020,urban,5869000
BFA,2020,urban,6398000
CPV,2020,urban,378000
CIV,2020,urban,13532000
GMB,2020,urban,1435000
GHA,2020,urban,17626000
GIN,2020,urban,5071000
GNB,2020,urban,884000
LBR,2020,urban,2659000
MLI,2020,urban,8907000
MRT,2020,urban,2647000
NER,2020,urban,4003000
NGA,2020,urban,107113000
SHN,2020,urban,2000
SEN,2020,urban,8277000
SLE,2020,urban,3454000
TGO,2020,urban,3588000
CHN,2020,urban,875076000
HKG,2020,urban,7548000
MAC,2020,urban,652000
TWN,2020,urban,18802000
PRK,2020,urban,16120000
JPN,2020,urban,116100000
MNG,2020,urban,2203000
KOR,2020,urban,41934000
KAZ,2020,urban,10829000
KGZ,2020,urban,2323000
TJK,2020,urban,2606000
TKM,2020,urban,3167000
UZB,2020,urban,16756000
AFG,2020,urban,9904000
BGD,2020,urban,64815000
BTN,2020,urban,353000
IND,2020,urban,483099000
IRN,2020,urban,63421000
MDV,2020,urban,187000
NPL,2020,urban,6226000
PAK,2020,urban,77438000
LKA,2020,urban,3945000
BRN,2020,urban,348000
KHM,2020,urban,4050000
IDN,2020,urban,154189000
LAO,2020,urban,2600000
MYS,2020,urban,25362000
MMR,2020,urban,17068000
PHL,2020,urban,52009000
SGP,2020,urban,5935000
